Orden,Timeline,Sección,Ref. shot,Freepik ID,CapCut Motion,"URL de descarga (firmada, ~1h)"
444,(24:16.40-24:20.00),CIERRE,checklist_anim,7352827,STATIC,https://videocdn.cdnpk.net/videos/46404d5c-937b-57f9-947a-bbcd25bda4cf/horizontal/downloads/original.mp4?filename=0_Checklist_Clipboard_3840x2160.mp4&user_id=102901249&token=exp=1785670502~id=102901249~hmac=8af4e48a03fe07f475ce4bf04abdc7658f96972d249f28cd223258a1153aca69
445,(24:20.00-24:23.90),CIERRE,checklist_anim,7352827,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/46404d5c-937b-57f9-947a-bbcd25bda4cf/horizontal/downloads/original.mp4?filename=0_Checklist_Clipboard_3840x2160.mp4&user_id=102901249&token=exp=1785670502~id=102901249~hmac=8af4e48a03fe07f475ce4bf04abdc7658f96972d249f28cd223258a1153aca69
446,(24:23.90-24:27.50),CIERRE,reading_label_store,4972749,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/196045c2-f82e-5283-93df-82796225a7e5/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Shopping_3840x2160.mp4&user_id=102901249&token=exp=1785670472~id=102901249~hmac=651631a77396dd32c3e88f7f78dd94e10b33e4c1f16f02fa2c5bedc69aabeb5c
447,(24:27.50-24:31.10),CIERRE,reading_label_store,4972749,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/196045c2-f82e-5283-93df-82796225a7e5/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Shopping_3840x2160.mp4&user_id=102901249&token=exp=1785670472~id=102901249~hmac=651631a77396dd32c3e88f7f78dd94e10b33e4c1f16f02fa2c5bedc69aabeb5c
448,(24:31.10-24:34.70),CIERRE,reading_label_store,4972749,PAN UP · 4s,https://videocdn.cdnpk.net/videos/196045c2-f82e-5283-93df-82796225a7e5/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Shopping_3840x2160.mp4&user_id=102901249&token=exp=1785670472~id=102901249~hmac=651631a77396dd32c3e88f7f78dd94e10b33e4c1f16f02fa2c5bedc69aabeb5c
449,(24:34.70-24:38.30),CIERRE,reading_label_store,4972749,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/196045c2-f82e-5283-93df-82796225a7e5/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Shopping_3840x2160.mp4&user_id=102901249&token=exp=1785670472~id=102901249~hmac=651631a77396dd32c3e88f7f78dd94e10b33e4c1f16f02fa2c5bedc69aabeb5c
450,(24:38.30-24:41.50),CIERRE,reading_label_store,4972749,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/196045c2-f82e-5283-93df-82796225a7e5/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Shopping_3840x2160.mp4&user_id=102901249&token=exp=1785670472~id=102901249~hmac=651631a77396dd32c3e88f7f78dd94e10b33e4c1f16f02fa2c5bedc69aabeb5c
451,(24:41.50-24:45.10),CIERRE,cans_aligned_low,7103683,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/6770ac80-a5a2-56dd-993d-bde6afbeff10/horizontal/downloads/4k.mp4?filename=0_Vegetables_Setting_3840x2160.mp4&user_id=102901249&token=exp=1785670225~id=102901249~hmac=ce3b67c60fb7786e94947de46597199beb88cbc5a1a10d7d7556457071d140c7
452,(24:45.10-24:49.40),CIERRE,cans_aligned_low,7103683,STATIC,https://videocdn.cdnpk.net/videos/6770ac80-a5a2-56dd-993d-bde6afbeff10/horizontal/downloads/4k.mp4?filename=0_Vegetables_Setting_3840x2160.mp4&user_id=102901249&token=exp=1785670225~id=102901249~hmac=ce3b67c60fb7786e94947de46597199beb88cbc5a1a10d7d7556457071d140c7
453,(24:49.40-24:53.00),CIERRE,finger_share_phone,4838647,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/d6e393fe-52fe-516d-8689-678b5e0e76d1/horizontal/downloads/4k.mp4?filename=0_Mobile_Phone_Smartphone_3840x2160.mp4&user_id=102901249&token=exp=1785670272~id=102901249~hmac=77614dcb3540fb08cfd94d9b995ba020aeee0d604c20beb76fbfbd8ba8f5b8ac
454,(24:53.00-24:56.60),CIERRE,finger_share_phone,4838647,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/d6e393fe-52fe-516d-8689-678b5e0e76d1/horizontal/downloads/4k.mp4?filename=0_Mobile_Phone_Smartphone_3840x2160.mp4&user_id=102901249&token=exp=1785670272~id=102901249~hmac=77614dcb3540fb08cfd94d9b995ba020aeee0d604c20beb76fbfbd8ba8f5b8ac
455,(24:56.60-25:00.20),CIERRE,finger_share_phone,4838647,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/d6e393fe-52fe-516d-8689-678b5e0e76d1/horizontal/downloads/4k.mp4?filename=0_Mobile_Phone_Smartphone_3840x2160.mp4&user_id=102901249&token=exp=1785670272~id=102901249~hmac=77614dcb3540fb08cfd94d9b995ba020aeee0d604c20beb76fbfbd8ba8f5b8ac
456,(25:00.20-25:03.80),CIERRE,finger_share_phone,4838647,PAN UP · 4s,https://videocdn.cdnpk.net/videos/d6e393fe-52fe-516d-8689-678b5e0e76d1/horizontal/downloads/4k.mp4?filename=0_Mobile_Phone_Smartphone_3840x2160.mp4&user_id=102901249&token=exp=1785670272~id=102901249~hmac=77614dcb3540fb08cfd94d9b995ba020aeee0d604c20beb76fbfbd8ba8f5b8ac
457,(25:03.80-25:05.60),CIERRE,finger_share_phone,4838647,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/d6e393fe-52fe-516d-8689-678b5e0e76d1/horizontal/downloads/4k.mp4?filename=0_Mobile_Phone_Smartphone_3840x2160.mp4&user_id=102901249&token=exp=1785670272~id=102901249~hmac=77614dcb3540fb08cfd94d9b995ba020aeee0d604c20beb76fbfbd8ba8f5b8ac
458,(25:05.60-25:09.20),CIERRE,youtube_share_anim,7055249,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/446e6af4-875c-54ff-90e6-b0468ed4817c/horizontal/downloads/1080p.mp4?filename=0_Internet_Video_1920x1080.mp4&user_id=102901249&token=exp=1785670426~id=102901249~hmac=eb171a1e8a19905e5d8bcf35b9b0971ead1848f258a2ea5f9ba0d9841fde6283
459,(25:09.20-25:12.80),CIERRE,youtube_share_anim,7055249,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/446e6af4-875c-54ff-90e6-b0468ed4817c/horizontal/downloads/1080p.mp4?filename=0_Internet_Video_1920x1080.mp4&user_id=102901249&token=exp=1785670426~id=102901249~hmac=eb171a1e8a19905e5d8bcf35b9b0971ead1848f258a2ea5f9ba0d9841fde6283
460,(25:12.80-25:17.10),CIERRE,youtube_share_anim,7055249,STATIC,https://videocdn.cdnpk.net/videos/446e6af4-875c-54ff-90e6-b0468ed4817c/horizontal/downloads/1080p.mp4?filename=0_Internet_Video_1920x1080.mp4&user_id=102901249&token=exp=1785670426~id=102901249~hmac=eb171a1e8a19905e5d8bcf35b9b0971ead1848f258a2ea5f9ba0d9841fde6283
461,(25:17.10-25:20.70),CIERRE,checklist_anim,7352827,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/46404d5c-937b-57f9-947a-bbcd25bda4cf/horizontal/downloads/original.mp4?filename=0_Checklist_Clipboard_3840x2160.mp4&user_id=102901249&token=exp=1785670502~id=102901249~hmac=8af4e48a03fe07f475ce4bf04abdc7658f96972d249f28cd223258a1153aca69
462,(25:20.70-25:24.30),CIERRE,checklist_anim,7352827,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/46404d5c-937b-57f9-947a-bbcd25bda4cf/horizontal/downloads/original.mp4?filename=0_Checklist_Clipboard_3840x2160.mp4&user_id=102901249&token=exp=1785670502~id=102901249~hmac=8af4e48a03fe07f475ce4bf04abdc7658f96972d249f28cd223258a1153aca69
463,(25:24.30-25:27.20),CIERRE,checklist_anim,7352827,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/46404d5c-937b-57f9-947a-bbcd25bda4cf/horizontal/downloads/original.mp4?filename=0_Checklist_Clipboard_3840x2160.mp4&user_id=102901249&token=exp=1785670502~id=102901249~hmac=8af4e48a03fe07f475ce4bf04abdc7658f96972d249f28cd223258a1153aca69
464,(25:27.20-25:30.80),CIERRE,reading_label_store,4972749,PAN UP · 4s,https://videocdn.cdnpk.net/videos/196045c2-f82e-5283-93df-82796225a7e5/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Shopping_3840x2160.mp4&user_id=102901249&token=exp=1785670472~id=102901249~hmac=651631a77396dd32c3e88f7f78dd94e10b33e4c1f16f02fa2c5bedc69aabeb5c
465,(25:30.80-25:34.40),CIERRE,reading_label_store,4972749,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/196045c2-f82e-5283-93df-82796225a7e5/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Shopping_3840x2160.mp4&user_id=102901249&token=exp=1785670472~id=102901249~hmac=651631a77396dd32c3e88f7f78dd94e10b33e4c1f16f02fa2c5bedc69aabeb5c
466,(25:34.40-25:37.60),CIERRE,reading_label_store,4972749,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/196045c2-f82e-5283-93df-82796225a7e5/horizontal/downloads/4k.mp4?filename=0_Grocery_Store_Shopping_3840x2160.mp4&user_id=102901249&token=exp=1785670472~id=102901249~hmac=651631a77396dd32c3e88f7f78dd94e10b33e4c1f16f02fa2c5bedc69aabeb5c
467,(25:37.60-25:41.20),CIERRE,cans_aligned_low,7103683,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/6770ac80-a5a2-56dd-993d-bde6afbeff10/horizontal/downloads/4k.mp4?filename=0_Vegetables_Setting_3840x2160.mp4&user_id=102901249&token=exp=1785670225~id=102901249~hmac=ce3b67c60fb7786e94947de46597199beb88cbc5a1a10d7d7556457071d140c7
468,(25:41.20-25:44.80),CIERRE,cans_aligned_low,7103683,STATIC,https://videocdn.cdnpk.net/videos/6770ac80-a5a2-56dd-993d-bde6afbeff10/horizontal/downloads/4k.mp4?filename=0_Vegetables_Setting_3840x2160.mp4&user_id=102901249&token=exp=1785670225~id=102901249~hmac=ce3b67c60fb7786e94947de46597199beb88cbc5a1a10d7d7556457071d140c7
469,(25:44.80-25:48.40),CIERRE,cans_aligned_low,7103683,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/6770ac80-a5a2-56dd-993d-bde6afbeff10/horizontal/downloads/4k.mp4?filename=0_Vegetables_Setting_3840x2160.mp4&user_id=102901249&token=exp=1785670225~id=102901249~hmac=ce3b67c60fb7786e94947de46597199beb88cbc5a1a10d7d7556457071d140c7
470,(25:48.40-25:52.00),CIERRE,cans_aligned_low,7103683,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/6770ac80-a5a2-56dd-993d-bde6afbeff10/horizontal/downloads/4k.mp4?filename=0_Vegetables_Setting_3840x2160.mp4&user_id=102901249&token=exp=1785670225~id=102901249~hmac=ce3b67c60fb7786e94947de46597199beb88cbc5a1a10d7d7556457071d140c7
471,(25:52.00-25:55.60),CIERRE,finger_share_phone,4838647,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/d6e393fe-52fe-516d-8689-678b5e0e76d1/horizontal/downloads/4k.mp4?filename=0_Mobile_Phone_Smartphone_3840x2160.mp4&user_id=102901249&token=exp=1785670272~id=102901249~hmac=77614dcb3540fb08cfd94d9b995ba020aeee0d604c20beb76fbfbd8ba8f5b8ac
472,(25:55.60-25:59.20),CIERRE,finger_share_phone,4838647,PAN UP · 4s,https://videocdn.cdnpk.net/videos/d6e393fe-52fe-516d-8689-678b5e0e76d1/horizontal/downloads/4k.mp4?filename=0_Mobile_Phone_Smartphone_3840x2160.mp4&user_id=102901249&token=exp=1785670272~id=102901249~hmac=77614dcb3540fb08cfd94d9b995ba020aeee0d604c20beb76fbfbd8ba8f5b8ac
473,(25:59.20-26:02.80),CIERRE,finger_share_phone,4838647,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/d6e393fe-52fe-516d-8689-678b5e0e76d1/horizontal/downloads/4k.mp4?filename=0_Mobile_Phone_Smartphone_3840x2160.mp4&user_id=102901249&token=exp=1785670272~id=102901249~hmac=77614dcb3540fb08cfd94d9b995ba020aeee0d604c20beb76fbfbd8ba8f5b8ac
474,(26:02.80-26:06.40),CIERRE,finger_share_phone,4838647,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/d6e393fe-52fe-516d-8689-678b5e0e76d1/horizontal/downloads/4k.mp4?filename=0_Mobile_Phone_Smartphone_3840x2160.mp4&user_id=102901249&token=exp=1785670272~id=102901249~hmac=77614dcb3540fb08cfd94d9b995ba020aeee0d604c20beb76fbfbd8ba8f5b8ac
475,(26:06.40-26:08.20),CIERRE,finger_share_phone,4838647,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/d6e393fe-52fe-516d-8689-678b5e0e76d1/horizontal/downloads/4k.mp4?filename=0_Mobile_Phone_Smartphone_3840x2160.mp4&user_id=102901249&token=exp=1785670272~id=102901249~hmac=77614dcb3540fb08cfd94d9b995ba020aeee0d604c20beb76fbfbd8ba8f5b8ac
